n_policy,pack_PPO_LunarLanderContinuous1_500,pack_PPO_LunarLanderContinuous1_250,pack_PPO_LunarLanderContinuous1_100,pack_PPO_LunarLanderContinuous1_50,pack_PPO_LunarLanderContinuous1_25,pack_PPO_LunarLanderContinuous1_5,pack_PPO_LunarLanderContinuous3_500,pack_PPO_LunarLanderContinuous3_250,pack_PPO_LunarLanderContinuous3_100,pack_PPO_LunarLanderContinuous3_50,pack_PPO_LunarLanderContinuous3_25,pack_PPO_LunarLanderContinuous3_5,pack_PPO_LunarLanderContinuous4_500,pack_PPO_LunarLanderContinuous4_250,pack_PPO_LunarLanderContinuous4_100,pack_PPO_LunarLanderContinuous4_50,pack_PPO_LunarLanderContinuous4_25,pack_PPO_LunarLanderContinuous4_5,pack_PPO_LunarLanderContinuous5_500,pack_PPO_LunarLanderContinuous5_250,pack_PPO_LunarLanderContinuous5_100,pack_PPO_LunarLanderContinuous5_50,pack_PPO_LunarLanderContinuous5_25,pack_PPO_LunarLanderContinuous5_5,pack_PPO_LunarLanderContinuous6_500,pack_PPO_LunarLanderContinuous6_250,pack_PPO_LunarLanderContinuous6_100,pack_PPO_LunarLanderContinuous6_50,pack_PPO_LunarLanderContinuous6_25,pack_PPO_LunarLanderContinuous6_5,pack_PPO_LunarLanderContinuous7_500,pack_PPO_LunarLanderContinuous7_250,pack_PPO_LunarLanderContinuous7_100,pack_PPO_LunarLanderContinuous7_50,pack_PPO_LunarLanderContinuous7_25,pack_PPO_LunarLanderContinuous7_5,pack_PPO_LunarLanderContinuous8_500,pack_PPO_LunarLanderContinuous8_250,pack_PPO_LunarLanderContinuous8_100,pack_PPO_LunarLanderContinuous8_50,pack_PPO_LunarLanderContinuous8_25,pack_PPO_LunarLanderContinuous8_5,pack_PPO_LunarLanderContinuous9_500,pack_PPO_LunarLanderContinuous9_250,pack_PPO_LunarLanderContinuous9_100,pack_PPO_LunarLanderContinuous9_50,pack_PPO_LunarLanderContinuous9_25,pack_PPO_LunarLanderContinuous9_5,pack_PPO_LunarLanderContinuous10_500,pack_PPO_LunarLanderContinuous10_250,pack_PPO_LunarLanderContinuous10_100,pack_PPO_LunarLanderContinuous10_50,pack_PPO_LunarLanderContinuous10_25,pack_PPO_LunarLanderContinuous10_5,pack_PPO_LunarLanderContinuous11_500,pack_PPO_LunarLanderContinuous11_250,pack_PPO_LunarLanderContinuous11_100,pack_PPO_LunarLanderContinuous11_50,pack_PPO_LunarLanderContinuous11_25,pack_PPO_LunarLanderContinuous11_5,pack_PPO_LunarLanderContinuous12_500,pack_PPO_LunarLanderContinuous12_250,pack_PPO_LunarLanderContinuous12_100,pack_PPO_LunarLanderContinuous12_50,pack_PPO_LunarLanderContinuous12_25,pack_PPO_LunarLanderContinuous12_5,pack_PPO_LunarLanderContinuous13_500,pack_PPO_LunarLanderContinuous13_250,pack_PPO_LunarLanderContinuous13_100,pack_PPO_LunarLanderContinuous13_50,pack_PPO_LunarLanderContinuous13_25,pack_PPO_LunarLanderContinuous13_5,pack_PPO_LunarLanderContinuous14_500,pack_PPO_LunarLanderContinuous14_250,pack_PPO_LunarLanderContinuous14_100,pack_PPO_LunarLanderContinuous14_50,pack_PPO_LunarLanderContinuous14_25,pack_PPO_LunarLanderContinuous14_5,pack_PPO_LunarLanderContinuous15_500,pack_PPO_LunarLanderContinuous15_250,pack_PPO_LunarLanderContinuous15_100,pack_PPO_LunarLanderContinuous15_50,pack_PPO_LunarLanderContinuous15_25,pack_PPO_LunarLanderContinuous15_5,pack_PPO_LunarLanderContinuous16_500,pack_PPO_LunarLanderContinuous16_250,pack_PPO_LunarLanderContinuous16_100,pack_PPO_LunarLanderContinuous16_50,pack_PPO_LunarLanderContinuous16_25,pack_PPO_LunarLanderContinuous16_5,pack_PPO_LunarLanderContinuous17_500,pack_PPO_LunarLanderContinuous17_250,pack_PPO_LunarLanderContinuous17_100,pack_PPO_LunarLanderContinuous17_50,pack_PPO_LunarLanderContinuous17_25,pack_PPO_LunarLanderContinuous17_5,pack_PPO_LunarLanderContinuous18_500,pack_PPO_LunarLanderContinuous18_250,pack_PPO_LunarLanderContinuous18_100,pack_PPO_LunarLanderContinuous18_50,pack_PPO_LunarLanderContinuous18_25,pack_PPO_LunarLanderContinuous18_5,pack_PPO_LunarLanderContinuous19_500,pack_PPO_LunarLanderContinuous19_250,pack_PPO_LunarLanderContinuous19_100,pack_PPO_LunarLanderContinuous19_50,pack_PPO_LunarLanderContinuous19_25,pack_PPO_LunarLanderContinuous19_5,pack_PPO_LunarLanderContinuous20_500,pack_PPO_LunarLanderContinuous20_250,pack_PPO_LunarLanderContinuous20_100,pack_PPO_LunarLanderContinuous20_50,pack_PPO_LunarLanderContinuous20_25,pack_PPO_LunarLanderContinuous20_5,pack_PPO_LunarLanderContinuous21_500,pack_PPO_LunarLanderContinuous21_250,pack_PPO_LunarLanderContinuous21_100,pack_PPO_LunarLanderContinuous21_50,pack_PPO_LunarLanderContinuous21_25,pack_PPO_LunarLanderContinuous21_5
71,139.68015131165447,147.8926267158236,154.23345409767632,156.70258342523044,156.76259970253773,172.87311161358667,137.43878162316207,144.93922029624582,147.9486890328261,149.92880824293334,151.582371357258,173.2351608210185,134.2133780130159,139.14480349251428,141.79535977042045,143.2452647200344,153.31916816165747,161.9757034227385,142.88679922078427,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,141.1461909033946,146.15234806059084,150.14458828008625,153.47096530786163,156.76008996436502,173.56225769757583,143.1725269401091,146.77955659465272,150.68278350686822,152.52132110049567,159.5711937221818,173.640072517495,147.1117949524841,152.82743498855564,156.81093002709423,158.49921516862744,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,175.57807707077882,144.45209555684605,146.6269955593351,152.0559797443271,156.119917927201,162.7488566348664,197.6997490523674,143.72619489293723,146.4490074915276,150.4383457016583,153.7311118004936,155.92508824505086,172.13123926577902,142.83320966264284,150.22024781026687,153.05339421641528,156.1506708384328,161.9959957344868,172.6615562181527,138.4710924838736,142.08071668023248,144.98925532010344,147.5075017198351,153.48713504452485,166.47549482613832,152.7244038075189,157.71017733353423,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,141.51404370634316,145.90027939232945,150.47145148639618,153.34123049890698,153.33445310596898,159.52275662423637,146.84137203236656,150.74901424864893,155.60244678836662,160.7267955243227,164.76262878337414,178.99352017881174,135.34655767769524,150.8076702688838,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,127.71738291702782,136.08345295660877,138.7768893950871,140.25308250141504,147.81083931050787,161.20932183227268,133.35081000046256,135.92912198951058,143.03415262708552,145.6816976261532,151.51795690056488,171.27324488066952,146.51402711014973,148.73461843141953,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,147.40077130321612,154.07383030028126,157.4853230464986,157.83726631589326,161.80460123486932,174.1664066744823
72,141.1094404634331,149.45421581102693,154.23345409767632,156.70258342523044,156.76259970253773,173.79980621714714,138.3983157967399,145.90559761601816,147.9486890328261,149.92880824293334,151.582371357258,173.2351608210185,135.7146408500871,139.94102845121816,142.5203042295386,148.0779597101034,153.31916816165747,161.9757034227385,142.88679922078427,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,142.30087758218065,146.23117337373452,151.43264963954076,153.47096530786163,156.76008996436502,173.56225769757583,144.31587136976688,146.77955659465272,150.68278350686822,152.52132110049567,159.5711937221818,173.640072517495,147.12674637800305,152.82743498855564,156.81093002709423,161.9784958522144,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,144.45209555684605,147.427021017003,152.0559797443271,156.119917927201,162.7488566348664,197.6997490523674,143.72619489293723,146.4490074915276,150.4383457016583,153.7311118004936,155.92508824505086,172.13123926577902,143.31973277313335,150.22024781026687,153.05339421641528,158.18185131044743,161.9959957344868,172.6615562181527,138.4710924838736,142.08071668023248,144.98925532010344,157.31972416678357,159.0030608027738,170.39100031914057,152.92408993237973,158.36466657605615,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,141.51404370634316,145.90027939232945,150.47145148639618,153.34123049890698,153.33445310596898,160.96509120072588,147.34274315745813,151.3344272430405,155.60244678836662,163.98475986924197,164.76262878337414,178.99352017881174,136.63275620740873,150.8076702688838,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,128.98212586865296,136.86403378798144,138.7768893950871,140.25308250141504,147.81083931050787,161.20932183227268,134.08792407858937,135.92912198951058,143.03415262708552,145.6816976261532,151.51795690056488,171.27324488066952,147.04986293325817,148.73461843141953,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,147.82222329208238,154.07383030028126,157.4853230464986,157.83726631589326,161.80460123486932,174.1664066744823
73,142.34765919744572,150.12541411411328,154.23345409767632,156.70258342523044,156.76259970253773,173.79980621714714,140.15818066730333,145.90559761601816,147.9486890328261,149.92880824293334,151.582371357258,173.2351608210185,135.9347585143485,140.60718669071312,144.36344013473433,149.11417187361047,153.31916816165747,161.9757034227385,142.88679922078427,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,143.15249114774383,146.23117337373452,151.43264963954076,153.47096530786163,156.76008996436502,173.56225769757583,145.09034467743783,146.77955659465272,151.27940573487595,153.07190144103436,164.7260756994807,173.640072517495,147.60560245474278,152.82743498855564,157.21721489551726,161.9784958522144,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,144.45209555684605,147.427021017003,152.0559797443271,156.119917927201,162.7488566348664,197.6997490523674,143.72619489293723,146.4490074915276,150.4383457016583,153.7311118004936,155.92508824505086,172.13123926577902,143.85114063369588,150.97299778189324,153.05339421641528,158.18185131044743,161.9959957344868,172.6615562181527,138.70011932215598,142.39878923132213,144.98925532010344,157.31972416678357,159.0030608027738,170.39100031914057,153.32986884894942,158.7524322816265,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,141.98226399351296,145.90027939232945,150.47145148639618,153.34123049890698,164.48122561953255,173.96236734013328,147.93036957620131,151.3344272430405,157.52170618001583,163.98475986924197,164.76262878337414,178.99352017881174,137.76083534343354,151.12219279174343,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,130.1995519490636,137.1503108517398,138.7768893950871,140.25308250141504,147.81083931050787,161.20932183227268,134.2215653104044,135.92912198951058,143.03415262708552,145.6816976261532,151.51795690056488,171.27324488066952,147.32396688663582,148.73461843141953,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,149.5342575235977,154.07383030028126,157.4853230464986,157.83726631589326,161.80460123486932,174.1664066744823
74,143.36919516863065,150.6418003521799,154.23345409767632,156.70258342523044,156.76259970253773,174.41689617577066,140.26268515136744,145.90559761601816,147.9486890328261,149.92880824293334,151.582371357258,173.2351608210185,136.34859025007268,140.95124886426066,144.49414355294476,149.11417187361047,153.31916816165747,161.9757034227385,142.88679922078427,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,144.2208709948691,146.23117337373452,151.8550257599659,153.47096530786163,156.79953293782063,173.56225769757583,145.2265715916934,147.83096422564387,152.7281880985104,156.19217496133905,164.7260756994807,173.640072517495,147.60560245474278,152.82743498855564,157.21721489551726,161.9784958522144,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,145.2216325188614,147.42939067523704,152.0559797443271,156.119917927201,162.7488566348664,197.6997490523674,143.78460839598802,146.4490074915276,150.4383457016583,153.7311118004936,155.92508824505086,172.13123926577902,144.59486431312217,152.1587130739956,154.73375783745774,158.18185131044743,161.9959957344868,172.6615562181527,139.8231920342737,142.9195975395245,146.07811335159968,157.31972416678357,159.0030608027738,170.39100031914057,153.9966023595232,159.71428230307657,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,142.60578306727774,145.90027939232945,150.47145148639618,153.58355817432107,164.48122561953255,173.96236734013328,148.1941976134409,151.3344272430405,158.2726345080365,163.98475986924197,164.76262878337414,178.99352017881174,139.440545314841,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,131.46611100302357,137.1503108517398,138.7768893950871,140.25308250141504,147.81083931050787,161.20932183227268,134.9340542103005,135.92912198951058,143.03415262708552,145.6816976261532,151.51795690056488,171.27324488066952,147.32396688663582,148.73461843141953,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,151.34867613237506,154.07383030028126,157.4853230464986,157.83726631589326,161.80460123486932,174.1664066744823
75,144.06101247533005,150.77490628647473,154.23345409767632,156.70258342523044,159.2535578212037,174.41689617577066,140.26268515136744,145.90559761601816,147.9486890328261,149.92880824293334,151.582371357258,173.2351608210185,137.4451928885894,142.09391573374654,147.58676349760702,149.11417187361047,155.94162359038222,163.2361746350769,142.88679922078427,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,144.88523111168047,147.39409145202274,153.43286601033603,153.47096530786163,161.5695436774382,173.56225769757583,145.2265715916934,148.31184768561985,153.70201601457836,156.46088774505756,164.7260756994807,173.640072517495,147.60560245474278,152.82743498855564,157.21721489551726,161.9784958522144,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,145.2216325188614,147.42939067523704,152.0559797443271,156.119917927201,162.7488566348664,197.6997490523674,144.52401201001135,146.4490074915276,150.4383457016583,153.99964318351772,160.19664391154802,172.13123926577902,145.9052443858815,152.53474805400626,156.57186920213385,158.18185131044743,161.9959957344868,172.6615562181527,140.58777784494632,142.9195975395245,149.5512073742824,157.31972416678357,159.0030608027738,170.39100031914057,154.31217140147572,160.34015024159143,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,143.6756591079914,145.90027939232945,150.47145148639618,153.58355817432107,164.48122561953255,173.96236734013328,148.69872232547115,151.3344272430405,158.2726345080365,163.98475986924197,164.76262878337414,178.99352017881174,139.99272160782704,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,131.76163748593794,137.1503108517398,138.7768893950871,140.25308250141504,147.81083931050787,161.20932183227268,136.33628250424766,136.60851468202165,143.03415262708552,146.22536990631158,151.51795690056488,171.27324488066952,147.6020837613276,148.73461843141953,151.72464369180733,155.17835891317714,157.65200275768728,173.6690718619475,151.57183803535574,154.07383030028126,157.4853230464986,157.83726631589326,161.80460123486932,174.1664066744823
76,145.03640883281065,151.3970916796116,154.23345409767632,157.39956928605088,159.2535578212037,174.41689617577066,141.81866027420557,145.90559761601816,147.9486890328261,149.92880824293334,156.02602408215506,173.2351608210185,137.8930491288682,142.8546177755542,148.8341574249693,150.75568608401866,155.94162359038222,163.2361746350769,142.88679922078427,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,145.651207450608,149.03929163010184,153.58109702939183,160.54662770897184,162.1126631008949,173.56225769757583,145.2265715916934,148.9630755648244,153.70201601457836,156.46088774505756,164.7260756994807,173.640072517495,147.60560245474278,152.82743498855564,157.21721489551726,161.9784958522144,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,145.2216325188614,147.6675518603458,152.0559797443271,156.119917927201,162.7488566348664,197.6997490523674,145.17232394253685,146.4490074915276,150.4383457016583,155.5983337627851,160.19664391154802,172.13123926577902,146.48484373871176,152.93592697276617,156.57186920213385,158.18185131044743,161.9959957344868,172.6615562181527,141.5335776476301,143.48523523139323,150.3118660559635,157.31972416678357,159.0030608027738,170.39100031914057,154.56422797682276,160.38557882359962,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,144.38665886574898,145.90027939232945,150.47145148639618,153.58355817432107,164.48122561953255,173.96236734013328,149.15349520247617,151.3344272430405,158.2726345080365,163.98475986924197,164.76262878337414,178.99352017881174,141.5464205739012,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,132.01743286920183,137.1503108517398,138.7768893950871,140.25308250141504,147.81083931050787,161.20932183227268,136.6486368122413,138.260989797313,145.05726502232494,146.22536990631158,151.51795690056488,171.27324488066952,148.32088459359895,148.73461843141953,151.72464369180733,155.17835891317714,159.22045247170976,173.6690718619475,151.76465134238595,154.07383030028126,157.4853230464986,157.83726631589326,161.80460123486932,174.1664066744823
77,145.68615455084043,152.48332594157787,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,141.81866027420557,145.90559761601816,147.9486890328261,149.92880824293334,156.02602408215506,173.2351608210185,138.16321379812575,143.6223861134733,148.8341574249693,150.75568608401866,155.94162359038222,163.2361746350769,142.88679922078427,144.37693042531953,147.7158270226668,154.94372448581586,158.57054114172794,173.70488874988513,146.04877637986235,149.5676490928757,153.86953028425668,160.54662770897184,162.1126631008949,173.56225769757583,145.42582694461657,149.69146491770175,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,147.60560245474278,152.82743498855564,157.21721489551726,161.9784958522144,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,145.42188931840892,150.7694697798669,152.0559797443271,156.119917927201,163.02971986395525,197.6997490523674,145.68775735270256,146.4490074915276,151.76416485006402,155.5983337627851,160.19664391154802,172.13123926577902,146.94574104662863,152.93592697276617,156.57186920213385,158.18185131044743,161.9959957344868,172.6615562181527,141.56100143715443,144.33695467640467,150.3118660559635,157.31972416678357,159.0030608027738,170.39100031914057,154.9212255770531,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,144.64183325595957,145.90027939232945,150.47145148639618,153.58355817432107,164.48122561953255,173.96236734013328,149.15349520247617,151.3344272430405,158.2726345080365,163.98475986924197,164.76262878337414,178.99352017881174,142.70393361542588,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,132.5636354829248,137.1503108517398,138.7768893950871,140.25308250141504,147.81083931050787,161.20932183227268,136.6486368122413,140.09064712470223,145.41348150738747,146.22536990631158,151.51795690056488,171.27324488066952,148.5753624451939,149.8840542678067,153.84407127103657,158.56595005618345,159.22045247170976,173.6690718619475,152.2366093944622,154.07383030028126,157.4853230464986,157.83726631589326,161.80460123486932,174.1664066744823
78,146.04235847231854,152.52333770031964,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,142.41956054901976,145.96717691137218,147.9486890328261,152.80527305069606,156.02602408215506,173.2351608210185,138.4906320280873,143.9390398634919,148.8341574249693,150.75568608401866,155.94162359038222,163.2361746350769,142.88679922078427,144.37693042531953,147.7158270226668,154.94372448581586,158.57054114172794,173.70488874988513,147.27390148019697,151.68143364905188,155.92125149189087,160.54662770897184,163.2623697384756,173.56225769757583,145.42582694461657,150.14828505803882,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,147.60560245474278,152.82743498855564,157.21721489551726,161.9784958522144,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,145.92538367919752,151.8410333366012,152.0559797443271,157.75427269282324,163.02971986395525,197.6997490523674,145.68775735270256,146.4490074915276,152.44015387155028,155.5983337627851,160.19664391154802,172.13123926577902,147.4738629259828,152.93592697276617,156.57186920213385,158.18185131044743,161.9959957344868,172.6615562181527,142.09006141836716,145.8520917677598,150.3118660559635,157.31972416678357,159.0030608027738,170.39100031914057,154.96706044376467,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,144.70819726130256,145.90027939232945,150.47145148639618,153.58355817432107,164.48122561953255,173.96236734013328,149.25360594343985,152.42887085215395,158.2726345080365,163.98475986924197,164.76262878337414,178.99352017881174,144.58432151077653,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,133.5608047421144,137.1503108517398,138.7768893950871,140.25308250141504,147.81083931050787,161.20932183227268,136.6486368122413,140.09064712470223,145.41348150738747,146.22536990631158,151.51795690056488,171.27324488066952,148.62069075406217,150.3517535483493,153.84407127103657,158.56595005618345,159.22045247170976,173.6690718619475,152.508028043087,154.07383030028126,157.4853230464986,157.83726631589326,161.80460123486932,174.1664066744823
79,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,143.3138900850009,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,138.4906320280873,143.9390398634919,148.8341574249693,150.75568608401866,155.94162359038222,163.2361746350769,142.88679922078427,144.37693042531953,149.96894675841858,154.94372448581586,158.57054114172794,173.70488874988513,147.96214930741203,153.6742373651005,160.40326681832835,160.86400610164202,163.2623697384756,173.8465150726679,145.68288972365542,150.14828505803882,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,147.60560245474278,153.79883787219728,157.21721489551726,161.9784958522144,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,146.30247524909362,151.8410333366012,155.13080281828366,157.75427269282324,163.02971986395525,197.6997490523674,146.16022804113524,148.38038968491483,153.70191785299423,155.5983337627851,160.19664391154802,172.13123926577902,148.86695952728542,152.93592697276617,156.57186920213385,158.18185131044743,161.9959957344868,172.6615562181527,142.09006141836716,145.8520917677598,150.3118660559635,157.31972416678357,159.0030608027738,170.39100031914057,155.1381413035986,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,144.70819726130256,145.90027939232945,150.47145148639618,153.58355817432107,164.48122561953255,173.96236734013328,149.3938017229913,153.27359256275022,158.2726345080365,163.98475986924197,164.76262878337414,178.99352017881174,145.7555107979023,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,134.28582987330813,137.1503108517398,138.7768893950871,143.48268511290465,148.4449476155368,161.20932183227268,136.6486368122413,140.09064712470223,145.41348150738747,146.22536990631158,151.51795690056488,171.27324488066952,148.62069075406217,150.3517535483493,153.84407127103657,158.56595005618345,159.22045247170976,173.6690718619475,153.17616913965426,154.07383030028126,157.4853230464986,159.5326867075707,165.75601659447958,174.1664066744823
80,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,143.3138900850009,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,139.15839363042753,143.95326495682,148.8341574249693,150.75568608401866,155.94162359038222,163.2361746350769,142.88679922078427,144.67805631328986,152.50926212575902,154.94372448581586,158.57054114172794,173.70488874988513,148.7708824011901,154.41042026360117,160.40326681832835,163.83781864959465,163.2623697384756,173.8465150726679,146.3174687025682,150.14828505803882,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,147.60560245474278,153.79883787219728,157.21721489551726,161.9784958522144,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,146.94807824370608,152.53624127116677,157.30154873697472,158.44084241990976,163.02971986395525,197.6997490523674,146.86974154943766,148.96827231682036,153.70191785299423,155.5983337627851,160.19664391154802,172.13123926577902,149.7030259103402,152.93592697276617,156.57186920213385,158.18185131044743,161.9959957344868,172.6615562181527,142.40521102468816,145.8520917677598,150.3118660559635,157.31972416678357,159.0030608027738,170.39100031914057,155.1744284279666,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,144.70819726130256,145.90027939232945,150.47145148639618,153.58355817432107,164.48122561953255,173.96236734013328,149.86876514515694,154.0173194651196,158.2726345080365,163.98475986924197,164.76262878337414,178.99352017881174,145.97528819615923,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,135.60553680376927,138.67372636079187,141.76199399947782,152.19104186035577,153.67029328570672,162.22825960889458,136.6486368122413,140.09064712470223,145.41348150738747,146.22536990631158,151.51795690056488,171.27324488066952,149.1433151528706,150.91237276846536,153.84407127103657,158.56595005618345,159.22045247170976,173.6690718619475,154.2954449318541,155.54785236940813,157.9668694793603,162.48619324279767,165.75601659447958,180.71499305688704
81,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,143.43797025724336,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,140.60711014266104,144.86591467735772,148.8341574249693,150.75568608401866,155.94162359038222,163.2361746350769,143.0972089462769,145.0379264584362,152.73814467770765,154.94372448581586,158.57054114172794,173.70488874988513,149.29305579529915,155.318007369984,160.40326681832835,163.83781864959465,163.2623697384756,173.8465150726679,146.3174687025682,150.8367748070663,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,147.60560245474278,153.79883787219728,157.21721489551726,161.9784958522144,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,147.30765196186746,153.0143893302158,160.4078989702195,162.0492448600394,163.02971986395525,197.6997490523674,146.86974154943766,148.96990856612618,153.70191785299423,156.15570585146438,160.19664391154802,172.13123926577902,150.24523766532917,153.08219380062764,156.57186920213385,158.18185131044743,161.9959957344868,172.6615562181527,143.0542169404332,145.8520917677598,150.3118660559635,157.31972416678357,159.0030608027738,170.39100031914057,155.77209065786843,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,144.70819726130256,145.90027939232945,150.47145148639618,153.58355817432107,164.48122561953255,173.96236734013328,151.38405219127847,154.8493927516913,158.2726345080365,163.98475986924197,165.80096964362878,178.99352017881174,146.84890237288357,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,136.45504153794704,139.2963759553057,145.71991536196995,153.07761253870697,153.67029328570672,162.22825960889458,136.6486368122413,140.59829285392738,145.41348150738747,146.22536990631158,151.51795690056488,171.27324488066952,149.3427934522285,151.63622326613958,153.84407127103657,158.56595005618345,163.21771288170476,173.6690718619475,154.89937631556222,156.1882052484362,160.2923272646558,167.13396556171642,173.19352761685056,180.71499305688704
