n_policy,pack_PPO_Ant1_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant2_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant3_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant4_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant7_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant8_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant9_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant17_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant18_norm_from_mean_worsening_to_improvement_reward_diff
583,0.1084860400470608,0.392195720271812,0.8480484930387037,0.3027207636237686,0.3568213812427703,0.2727930970522255,0.1808157891657321,0.7305860298885773,0.0600954664691428
584,0.0874157083688556,0.5006258485803159,0.9030837560516766,0.496454274002532,0.403220946775553,0.3041816968690244,0.1386075390043401,0.7595295607981171,0.04234127503501
585,0.0539190099368137,0.5325047241037163,0.8466450387698415,0.3922685906593583,0.284097437194279,0.2208182915715803,0.1088534764576556,0.7940604120826271,0.1685880671622595
586,0.083272130490724,0.4281744308593691,0.7437362015378906,0.4299968941857098,0.2997764858196277,0.3285404851445583,0.1210675398183801,0.7930508444721954,0.3018624301345429
587,0.0595997452898535,0.7484858793770707,0.8099185687685517,0.2780554851718239,0.3644674560979058,0.2106022110835559,0.0923804649554628,0.8122274850449446,0.208204794842039
588,0.1798509810999499,0.5901492329706342,0.743834290804138,0.1740021597633824,0.4091342471557831,0.2655066502964981,0.1044729256975267,0.9491948104227066,0.3124604110045336
589,0.1094905567205355,0.5005286810925287,0.7945075193419692,0.1566493635943793,0.2899239190908542,0.3795522594418101,0.1166106920168141,0.8180080154706337,0.180742880138711
590,0.1012726642714956,0.1782917136181721,0.7618619262387454,0.1075845611023083,0.279200594155653,0.6105695006704706,0.0983179761056443,0.6848802403006502,0.0777172804710891
591,0.0324358020142535,0.0,0.7115378253883503,0.0369413224426183,0.2151441596201531,0.6183952946984903,0.1468861229927282,0.6431065357158842,0.0982318415906105
592,0.0267636631497924,0.0,0.6480850121727245,0.1571859308405292,0.2172443416895491,0.7176782695762537,0.1792117103101223,0.5753066843474817,0.1450941302647479
593,0.1462393876579406,0.1716348810607492,0.7128699626205082,0.1852045237521799,0.3181745462016298,0.6718148946611999,0.2054176824394654,0.5956505977959925,0.0220978029354984
594,0.1076137600739783,0.4443446482621669,0.7723593648179466,0.1577717557717365,0.2264070853348204,0.6490157230225077,0.2276143511302592,0.6906993402744909,0.0164034403311339
595,0.0761961413858299,0.5038527238964003,0.6504672227876369,0.2043305396245242,0.3915022658314378,0.7749221091244679,0.241472395496549,0.6340206267218989,0.0
596,0.1984032481129143,0.4599282025874897,0.5798978448481316,0.1981347240238649,0.2268692055369651,0.6904156645433686,0.3072348576004541,0.7003858212536413,0.0
597,0.2119327096771424,0.5786748086656186,0.6105866540550363,0.3314586844903236,0.2155562661033808,0.696461568193999,0.3553551710362938,0.7115395738478368,0.0
598,0.156962352430968,0.4411038904807047,0.569372047457086,0.2589183551962887,0.1684080738826004,0.6434557086548701,0.3103599361689199,0.7012195649206369,0.0116441874896289
599,0.2891979298514038,0.409222863695902,0.5377478715102307,0.1695690323985138,0.3930163383933033,0.6872067258669532,0.3116844236004496,0.5027328872951243,0.088215463534208
600,0.2491020530634195,0.4946860304577552,0.5979136138984622,0.3100922717513873,0.3401260271021125,0.7952296257387931,0.3026352751210714,0.540122571637556,0.1500941245429048
601,0.1654439167022209,0.3922850913111828,0.5651630071369269,0.532911495013384,0.4414415468837971,0.7421102169365257,0.2880190542067701,0.5844861057216821,0.0535984018478954
602,0.1204448579856092,0.2896305039574039,0.5602194233966806,0.4151852006771271,0.5297207379565239,0.6878954638850319,0.2141974653748143,0.5487849455582978,0.1386591562776829
603,0.2536477253862882,0.3382740731472567,0.6134658377072439,0.4051446681314874,0.5339068415364692,0.7076979397889597,0.255017231685425,0.5637366991709712,0.148007855444717
604,0.2475556472584042,0.3299021524536791,0.6391247239080414,0.2709446323614844,0.5086089413901513,0.7006734321936053,0.2123099919591346,0.6146099124116623,0.0494408770744734
605,0.149465779765319,0.1706040091392215,0.5872025072838132,0.2838091321571521,0.394577852444214,0.8749804616572548,0.2042643545310248,0.6419641693551608,0.0689359447309705
606,0.0556159467155149,0.1281478107598819,0.5607544932859495,0.1010029049095816,0.2506053751941072,0.8909389519183962,0.2206108113821187,0.6234509219419793,0.0871971700008279
607,0.1006276948045584,0.3700986914243963,0.5702323858175619,0.1829374988379853,0.2636014459861023,0.9017676491858904,0.2756948235757224,0.6165437061597338,0.0628904688390429
608,0.1200841681849767,0.5294352317370072,0.5701960138341934,0.2147402668494352,0.2007929977384923,0.7527921883108557,0.2666602698355133,0.6556988627646251,0.0
609,0.0714203877684027,0.2975222443021899,0.5767089649229511,0.2009482787490244,0.2164685280337454,0.8990455777150036,0.2637291620111573,0.5643923377880689,0.0
610,0.0291101047703218,0.0618668672209785,0.5993811323238226,0.081372831365171,0.1778986922390474,0.9045292482815234,0.3031585943650146,0.4171679994561506,0.0
611,0.14441320017791,0.0,0.5647179793887365,0.1301958870781687,0.2295543859065515,0.8702873322648333,0.1504078694687158,0.3824539584606967,0.0391735192791973
612,0.059955313148337,0.0828310312471752,0.601502203469472,0.1444710307184032,0.2831050682517929,0.7536227558894019,0.1645490979414906,0.4642190575452524,0.0125605996154407
613,0.0499583132460673,0.1573583105824889,0.5700856992088512,0.1261462161851451,0.2700558673050715,0.8961411955232318,0.2033825464886755,0.4405222854702718,0.0475074350805938
614,0.0106890468276581,0.1556352706921734,0.6197300732947179,0.0001782759069729,0.2271118372495336,0.9259940255823365,0.2025929346654401,0.4341526670478118,0.0767547589756265
615,0.017957320885724,0.3454324862260885,0.604056368521209,0.0,0.1763938519087906,0.9731940443477628,0.2353027779019177,0.4530586257601554,0.0784687627916728
616,0.0,0.2253821361141278,0.6152119272857085,0.0,0.2130420764184702,0.8953925142732312,0.2643517071778031,0.4268439059396319,0.0329466270700922
617,0.0,0.3041853948709442,0.5443403430162019,0.0049047029590991,0.3599978686817814,0.4242616926538206,0.2328934859754471,0.7374807367489804,0.070524968539059
618,0.0,0.2890082319058628,0.572621015198516,0.0453990484235015,0.4244020036727761,0.2542271707308916,0.3178823411762426,0.701168208258019,0.166082824699815
619,0.0087913900263114,0.4430677592979145,0.6716536436539573,0.0366408831240519,0.4854677303854437,0.2410213355237655,0.1747004270523013,0.7059969200469456,0.1388539004032927
620,0.003307584478053,0.5122439360017651,0.7389244487186388,0.0,0.5688055612857028,0.0963932154457903,0.1496112085734334,0.6899424475229856,0.0847358246252226
621,0.0,0.4752150231046763,0.687282642772937,0.0578209636241224,0.708461256167184,0.1501586263009871,0.1024015056637507,0.632973254046466,0.0521053722127936
622,0.0295357422504486,0.472798628442869,0.7282854037133667,0.1576178669438798,0.7013619678848441,0.0696875515565706,0.1296643360902283,0.6700397567808792,0.0571099472954483
623,0.0287707560422211,0.3836202544938074,0.7268439689286378,0.1666932414638943,0.5504145174438718,0.1353462910149996,0.0691886467300911,0.6144129227537912,0.0582832882876282
624,0.0,0.4802371264404144,0.6534842325513667,0.0884468067846064,0.5367446081835641,0.1530966636638103,0.0636981604137396,0.6618654407896849,0.1032022562052292
625,0.0081701460715539,0.4066471289412682,0.6981912499928147,0.1952013660467326,0.5653185137035946,0.2416584845775665,0.2338388330786351,0.7838728628902988,0.1445438741155687
626,0.0677563450416752,0.8647794551495733,0.7520898188079751,0.2036548730600655,0.5822738894683046,0.2417794445498934,0.2114307757465883,0.7588596559251194,0.1799849839375708
627,0.0323839509119522,0.8332662582469489,0.7467250599573975,0.2159632024100748,0.5630102317641479,0.2527867096082692,0.2874213614789997,0.7257670857840368,0.109479367965337
628,0.0728382280376125,0.6552528986486089,0.7575869289569758,0.1392200219488941,0.4604259405179294,0.2452189032468618,0.225449431960252,0.7261825234956881,0.1183026778739048
629,0.0,0.8211307520356064,0.865580244594961,0.0346051256715737,0.4423324075980361,0.3655285979484917,0.3269906439083318,0.7321423870309745,0.0989418025842428
630,0.0657548540667645,0.911343697138541,0.8262707679438361,0.0785741494881662,0.465642523386073,0.4095335786785546,0.2569503124395867,0.6589011703500173,0.3086730221790528
631,0.084273807905107,0.7588516085960249,0.8168108496044946,0.0383282968701221,0.6073967515639067,0.3833578791601676,0.2421769563145469,0.8713234152373255,0.2078455494679231
632,0.1098115921582877,0.7856709085389972,0.7268402034137698,0.0385625023261594,0.4657211734611543,0.5508436136178726,0.1801988833947422,0.8228389543122797,0.2751444588630932
633,0.2035237956440077,0.6000358630663637,0.7935851970383783,0.0,0.3671435221055507,0.573032787509594,0.2331193149071266,0.8937304111118972,0.333020479261426
634,0.2347143095599121,0.443590896989822,0.7702177051102661,0.0451554654007236,0.3487965305487262,0.7466559559511279,0.271816729852452,0.8574564818215549,0.3624250171937539
635,0.1993214764631896,0.3601144689768596,0.8418536331444664,0.0,0.1857425191190711,0.6368430088173821,0.2077039892938599,0.8010152052451571,0.2542862196038113
636,0.2918167312855759,0.4149071579003498,0.7728023315441327,0.0,0.2474806787526776,0.9390436706052042,0.2137251057952836,0.8030239858185636,0.1187571694897436
637,0.3887574448008126,0.1818549072470342,0.7747011164083399,0.0292133638034108,0.2414107044617007,0.8198222730221287,0.2585045635153087,0.6783546132594711,0.29932142578642
638,0.1689565445317641,0.1867561495880093,0.7156988672414506,0.0,0.3075730277790275,0.7864659094313704,0.307140915887352,0.6797971187819382,0.1353995522186192
639,0.1168637538248123,0.1142452175985093,0.6843278606647076,0.1120714101196404,0.377618068113467,0.8906119438091057,0.2295789573729142,0.6710799933780385,0.0979078577826159
640,0.1177058188529353,0.1288941144402466,0.6333108581928912,0.0616342720137351,0.2687479543093823,0.9592173527753248,0.4192238158293317,0.6916618963008612,0.0073775036873183
641,0.117936733573504,0.1322481127223777,0.6611672155406856,0.0372893263055473,0.3202690062557157,1.0,0.4257197266302327,0.7131356821941061,0.0
642,0.0193944633693377,0.5437408307221672,0.6211680961797847,0.037999434745564,0.2764738232694315,1.0,0.4017273099025141,0.6512549118463524,0.0530370790336752
643,0.0222500124787837,0.7190564086926274,0.6838578343361977,0.0994439924640322,0.2440389636317387,1.0,0.432429786061057,0.631283957909025,0.0
644,0.5454811887325459,0.7550266739119759,0.7148466222619162,0.0807853245263493,0.2994506812689755,1.0,0.4743719269023443,0.5911926814431188,0.0410115001017475
645,0.4550548253295418,0.6338546474821266,0.6667487356875362,0.038336613709491,0.2661118696782094,1.0,0.4202545842297153,0.4848909565528748,0.050813995670849
646,0.3032263957296061,0.8216887802304128,0.6555082496326354,0.1115557717380557,0.2047622090271823,1.0,0.4415883376044122,0.47315449909186,0.0015289386468243
647,0.3253887035457826,0.8386831245829717,0.6793275290111561,0.1237938662403025,0.2382479206012226,1.0,0.543025077740867,0.4765674355600687,0.0211559353661637
648,0.2595738868349078,0.7639469794982225,0.688617579914233,0.1323946695778786,0.2158170473910453,1.0,0.5037930708432431,0.3581389126633197,0.0914828464670084
649,0.2868647341662307,0.7848595264449825,0.7313737243012957,0.1174472979672009,0.2500649251773588,1.0,0.5965944367407813,0.3118970587165231,0.0223391249178177
650,0.3090512320430036,0.8766170786426108,0.7544708931098556,0.0991275152612996,0.0347721522258752,1.0,0.5094117290707113,0.2941962491502439,0.155340177804626
651,0.2865030468462277,0.8351268044119776,0.7176197891247975,0.0461746504174237,0.0632124203945669,1.0,0.5003332749819329,0.3741726864746869,0.1227571039735343
652,0.2045209456696279,0.7639170327917882,0.7363958209376168,0.0824320216998287,0.09438846972763,1.0,0.5820030893560084,0.4320943126839611,0.2779294856241705
653,0.054582743965647,0.6170000540156289,0.7755691173643526,0.0714357224096814,0.1008510163246925,1.0,0.4974100535408221,0.3797225080423042,0.181948257903565
654,0.0826659690348057,0.7778389755203349,0.763844746986172,0.8017188856899992,0.320812316847571,1.0,0.3893594766967141,0.3701859385345024,0.2772791300549371
655,0.0752828734668256,0.7881687790434618,0.8374614640421089,0.7813070994713742,0.3919896768604609,1.0,0.2923504427096122,0.3745418451281926,0.1656682522565663
656,0.0581517738965526,0.7042504131671931,0.8176444692404339,0.6993006838142888,0.3742016359747795,1.0,0.3898250448566899,0.4687683101205656,0.1817384003563717
657,0.0746925548390387,0.5942546893050844,0.8170540962647993,0.6673748184377991,0.3831357707360228,1.0,0.4221259059282514,0.5300125966744234,0.1165022495854203
658,0.038795656991888,0.3637874692686712,0.8715857545559486,0.6748279835922903,0.397596033889242,1.0,0.5155280834742404,0.5317930233514616,0.1986142070855783
659,0.0377406507195887,0.2450366736021763,0.8159082160167855,0.6449986851979529,0.4346072770083635,1.0,0.5557329836193904,0.6756881305880543,0.1567133261905808
660,0.0599031214061637,0.1527160814320949,0.8920352109938503,0.672482971404096,0.5613862376474994,1.0,0.595303489923708,0.6324400845522096,0.1403185135954031
661,0.0426892219369133,0.1334520508220748,0.700688129356257,0.6501369645776556,0.4363959800818803,1.0,0.5334591794561782,0.6527073455966683,0.1215072988694925
662,0.0211523298783961,0.1227186352070325,1.0,0.6460070628943222,0.3989524209324122,1.0,0.4612063188244732,0.732499928486865,0.1498639024370263
663,0.0024263327239884,0.1170735111318213,1.0,0.5708555716264818,0.314205860205612,1.0,0.4300905277024243,0.8183108628807814,0.1528752069940891
664,0.0010305711996258,0.1297128032072742,1.0,0.563953930371513,0.2752449381152021,1.0,0.4882410573852133,0.8354975555148382,0.0427903995469401
665,0.1739559348442269,0.1735301192397735,1.0,0.5527705233943858,0.1719998621870474,1.0,0.3515472124931877,0.6122599484924943,0.0459184595593887
666,0.1969529006553761,0.2692028946717436,1.0,0.4698910031362195,0.106927849555964,1.0,0.4675142027138656,0.6003455171857758,0.0695228057933217
667,0.1030114054491156,0.0383690125570238,0.977816046187621,0.4658539921357003,0.1471009826123471,1.0,0.5185337188920423,0.5854497511455672,0.0209619591743489
668,0.411821527127747,0.0339327149313181,0.9413206159999647,0.4083433768814828,0.0886362782817147,1.0,0.5283002260094884,0.4993350930764262,0.0
669,0.1915832144818504,0.0737432083294032,0.9699919995146415,0.4465222079410783,0.0477793363463536,1.0,0.5393598431443793,0.5525380772366649,0.0
670,0.2256760088834955,0.1235519814911951,0.8958738646005351,0.4649630984286106,0.0282697286010011,1.0,0.5324478556039574,0.4564126052377361,0.0
671,0.1204653525318129,0.1879399399346582,0.8677910799616996,0.4442042165719126,0.0765389688887916,1.0,0.4845920298769789,0.4281343416916682,0.0133172146808542
672,0.0359396388661856,0.3335985338758583,0.8487126486752273,0.4501183809775578,0.1747593027291071,1.0,0.3589606394117388,0.4179410747058614,0.0461889690444067
673,0.0,0.117160572707488,0.8686538404331353,0.4852612624254662,0.1406947993950432,1.0,0.3511996234300024,0.4043921490018671,0.0311411982130336
674,0.0,0.3842391857180701,0.7984046357501277,0.4850700435465839,0.0667374053702693,1.0,0.3920969827219772,0.4217278215278934,0.010320526443818
675,0.0539414775284288,0.5422798784144166,0.8131153240895705,0.4006378719155332,0.1488707257107896,1.0,0.4137330266397342,0.5907297750991397,0.0077866850230381
676,0.1253908955953329,0.5230619171607864,0.7715134490343024,0.3926513363250522,0.145681435852705,1.0,0.2704753034517544,0.6454257748900131,0.025509587993346
677,0.0994251142201928,0.5853240134861434,0.6986825562274842,0.3546213145728709,0.1085781589910802,1.0,0.2773501843111631,0.7401439842128488,0.0196896152539904
678,0.0561654442110887,0.6301074222460658,0.671216067072761,0.3780942864250774,0.1621274635287113,1.0,0.2999435016834835,0.800310312926453,0.0752455521716635
679,0.0,0.6108137052543623,0.6667929332214462,0.3270710702853427,0.1305070228684197,1.0,0.4178706731017693,0.8358259275880778,0.0714190182483541
680,0.1398855264517008,0.5781195304636054,0.70583180101093,0.3587829917116817,0.2501416337935883,1.0,0.4264549151694041,0.6834683840928949,0.094256347248137
681,0.3673320480904922,0.530106306152034,0.7611074827511132,0.3336508036137885,0.1928296071718708,1.0,0.4391892042866307,0.8590279870008681,0.0701065932366044
682,0.4413333067396709,0.4622253405967615,0.8228410606583785,0.3120948448944562,0.2195675023452569,1.0,0.6413620070541913,0.992190894886498,0.0632998997034013
683,0.3908313979593456,0.598703856712979,0.858197825151381,0.3054221446954134,0.2943602810170515,1.0,0.710659887691268,1.0,0.1035137334783078
684,0.4001000279327095,0.7164011891725213,0.809049741384566,0.3674783791371663,0.3456151642300473,1.0,0.5618504074157495,1.0,0.2039398628152885
685,0.3649247751633214,1.0,0.8002834472292247,0.3545329336829834,0.3848836372606893,1.0,0.650498950554979,1.0,0.1987001293106447
686,0.3574374961014085,0.9389263046082909,0.8134236759915283,0.3348271786869885,0.5010542393955845,1.0,0.5967768272299007,0.6478517350966236,0.2227248228231342
687,0.2710914271990559,0.9491667452899,0.8031991475333938,0.318674903101005,0.4767897903959378,1.0,0.6241335309003184,0.6399629283926856,0.2442884058174264
688,0.267902479646945,0.978944492850234,0.8074864992123728,0.3599226539107593,0.6086990212522277,1.0,0.6710228234396478,0.6429483514780259,0.3163114826931988
689,0.3565209628526194,0.9427696576478216,0.8143775257918068,0.3672797037684957,0.6166087908691879,1.0,0.5900829597355367,0.5930314087896652,0.4180264621614584
690,0.2426849260364055,1.0,0.8777219235491379,0.3316304696412427,0.4510760401543411,1.0,0.719683372790662,0.5900124710051382,0.3728235194761048
691,0.2208467687897762,1.0,0.7192772190439886,0.3336059925561308,0.5915469903075131,1.0,0.6157225262692512,0.6170842230229918,0.2364914438852222
692,0.1219165627123955,1.0,0.7139488688723133,0.3418661770245797,0.5556143422379844,1.0,0.657875368346264,0.5797730717506496,0.190906615140767
693,0.1467566307367504,1.0,0.642104488926883,0.3293291541077872,0.3586804878576414,1.0,0.6584768421049267,0.6550984303114968,0.1555143034019019
694,0.2799613436282033,1.0,0.6115359679569515,0.2456238409542163,0.4612472975914863,1.0,0.6951119897380008,0.7296356739517366,0.1394723154972633
695,0.1986178058343237,1.0,0.6159342603919236,0.2698639878575907,0.3468223212542735,1.0,0.6742710812154519,0.8299467367902884,0.1890999154846246
696,0.0293270109907781,1.0,0.6350840664346548,0.254316289807411,0.254927029534795,1.0,0.6421354075221845,0.8480513788329903,0.2446500372620762
697,0.0698064535198951,1.0,0.6374718077271939,0.2701459975624112,0.4327384811106841,1.0,0.6877216646362594,0.8571429474354687,0.1413191718429043
698,0.1216102922138113,1.0,0.6104340459332853,0.2940497545978964,0.4442617404345915,1.0,0.6425543258524654,0.8369879984259931,0.1474849827067605
699,0.1088476766743744,1.0,0.633120261438894,0.2600810193373989,0.3839335130073373,1.0,0.7282550052647555,0.7770308715389552,0.1041543994937917
700,0.2893620308045827,1.0,0.6783741625947055,0.2279979604218402,0.3138397103185532,1.0,0.8071059340312945,0.8163044128704308,0.0852260675474839
701,0.3726776044065351,1.0,0.7632256775145724,0.2130884041029845,0.3390716165475008,1.0,0.7991921629683362,0.8182637287017189,0.1623753292737262
702,0.3151157817468838,1.0,0.7483475109051325,0.2296183593887946,0.4019650422417313,1.0,0.8028831326208221,0.7771139191691303,0.1157875654579342
703,0.3618024560234679,1.0,0.7949214205233643,0.2947578945247859,0.4775236232010666,1.0,0.8247256129838962,0.795948725590237,0.099255485132445
704,0.3003194374737255,1.0,0.7694622258389643,0.3072428283141854,0.5058914365558008,1.0,0.7039474903788056,0.7273757112206013,0.0938341131743478
705,0.582675867488825,1.0,0.7427601610924702,0.330411452909742,0.5397390681354829,1.0,0.7092715973426763,0.7212073283735655,0.0543705500925789
706,0.4282398561418837,1.0,0.6727549460179381,0.3469375463152265,0.4706245008240565,1.0,0.6990638539644602,0.6807799564304111,0.0453648239387798
707,0.4471150903910441,1.0,0.6750494688635228,0.4246848380735781,0.4834260746071807,1.0,0.8279191665720322,0.7636386126255061,0.1010321377481298
708,0.3661863825122657,1.0,0.6522756761125752,0.3883993461158175,0.4800138120779434,1.0,0.8665929995027157,0.7887957955962706,0.0797865986731949
709,0.4101499243984533,1.0,0.7885267256024479,0.5090851824086139,0.519428320055667,1.0,0.9805829756785563,0.8543172833661489,0.0718129331097492
710,0.3730878787128761,1.0,0.7584004319248624,0.5045848482629054,0.626018092387562,1.0,1.0,0.7485375011986911,0.0392794305026498
711,0.170262895109213,0.9579442343960874,0.7044252896736525,0.5487604312809116,0.5708159697757894,1.0,0.941765547846144,0.5489517288824304,0.0562489552765233
712,0.1965314645360993,1.0,0.7109301545134104,0.5873156962687683,0.7097743479424992,1.0,0.8717406164839859,0.5610627708750323,0.0778592649520942
713,0.1819776943343193,1.0,0.8131149169523074,0.5303857224024664,0.5584820176958778,1.0,0.7491201539139665,0.7446315803154342,0.0757404514831142
714,0.1313118348307564,1.0,0.8114027480563272,0.4536149962170878,0.68865567492566,1.0,0.8508197828249331,0.8549443399231407,0.0711882278602365
715,0.1221581007164464,1.0,0.8149544031610176,0.505203268307355,0.6371541456841388,1.0,0.8111657329189632,0.8123028420338544,0.0635561600468047
716,0.0645022235830625,1.0,0.8076757781328433,0.5715934135703356,0.8287736959656268,1.0,0.9764650348835712,0.8491681980880383,0.1185195878725548
717,0.0495639475363305,1.0,0.769390769116105,0.4732819911202953,0.6763331658060114,1.0,0.9160092626187384,0.837062063887354,0.2343753021478741
718,0.0603752628349118,0.961299095126701,0.788412819180985,0.4320462164994231,0.568623286448671,1.0,0.5731113290574473,0.7300200682875264,0.2683581401355487
719,0.0,0.7320085103197156,0.7717619572369658,0.3233511182272975,0.4358318301963884,1.0,0.6800961301686278,0.5999512705941792,0.3360413021659137
720,0.0070932314778456,0.7400087889735575,0.7184188370925093,0.278890439578376,0.3123852916159433,1.0,0.7687575686747045,0.605178808123201,0.1961998040074221
721,0.0998119217214178,0.7132226505848153,0.7602975742699659,0.3759810724323636,0.3774135305997173,1.0,0.6522817089071976,0.7748303317104984,0.1512050026690124
722,0.1453057150234261,0.5983528858296773,0.7205670770614416,0.3641922054318201,0.386075267873227,1.0,0.7475472304425078,0.6856177383021738,0.100362336104243
723,0.0309381701330664,0.586902189455877,0.8174691899150996,0.4753773329449959,0.2562032307001088,1.0,0.769462699011578,0.74267140251863,0.0583885411296556
724,0.0,0.5839011022352648,0.8355650072450429,0.3852941808736882,0.3484279471236008,1.0,0.854456005928008,0.8238193904194931,0.0683707151720001
725,0.0186531549354706,0.5902125836548004,0.7517306111702868,0.30334016651848,0.4507155407134025,1.0,0.8566126318057626,0.7644367847567315,0.0409549747766435
726,0.0253187794514551,0.6491352249528817,0.7691240047192462,0.3101594625664454,0.3914426220740972,1.0,0.8609979107874951,0.64419460215261,0.2435147930030809
727,0.0,0.3553391666900832,0.706784067179417,0.2302405382464511,0.4144031282904358,1.0,0.785571122130572,0.6314066096032275,0.1768956987889789
728,0.0,0.4396999240776476,0.7133280914255993,0.2960091690346658,0.3114125522196233,1.0,0.8736644928450824,0.6450588898600159,0.1060020104494246
729,0.0,0.3971761080114236,0.8018064713580793,0.3660969517794665,0.2649802466257654,1.0,0.9223421286692748,0.4884093429537094,0.1036206280337085
730,0.0,0.2101193908108027,0.8061184528843527,0.4091244898422446,0.1413529001618323,1.0,0.9589838931425454,0.5326749749132019,0.1800492616066107
731,0.0117519985288089,0.090241452088062,0.8118770808564064,0.4065352874058615,0.0631388380227108,1.0,0.9363597536613508,0.5401224844859746,0.1010987538409267
732,0.0,0.0689290303994376,0.7186675578687052,0.4677402539648987,0.0,1.0,0.8748810266467999,0.5475105690011162,0.1207445358488475
