n_policy,pack_PPO_BipedalWalker1_500,pack_PPO_BipedalWalker1_250,pack_PPO_BipedalWalker1_100,pack_PPO_BipedalWalker1_50,pack_PPO_BipedalWalker1_25,pack_PPO_BipedalWalker1_5,pack_PPO_BipedalWalker2_500,pack_PPO_BipedalWalker2_250,pack_PPO_BipedalWalker2_100,pack_PPO_BipedalWalker2_50,pack_PPO_BipedalWalker2_25,pack_PPO_BipedalWalker2_5,pack_PPO_BipedalWalker3_500,pack_PPO_BipedalWalker3_250,pack_PPO_BipedalWalker3_100,pack_PPO_BipedalWalker3_50,pack_PPO_BipedalWalker3_25,pack_PPO_BipedalWalker3_5,pack_PPO_BipedalWalker4_500,pack_PPO_BipedalWalker4_250,pack_PPO_BipedalWalker4_100,pack_PPO_BipedalWalker4_50,pack_PPO_BipedalWalker4_25,pack_PPO_BipedalWalker4_5,pack_PPO_BipedalWalker5_500,pack_PPO_BipedalWalker5_250,pack_PPO_BipedalWalker5_100,pack_PPO_BipedalWalker5_50,pack_PPO_BipedalWalker5_25,pack_PPO_BipedalWalker5_5,pack_PPO_BipedalWalker6_500,pack_PPO_BipedalWalker6_250,pack_PPO_BipedalWalker6_100,pack_PPO_BipedalWalker6_50,pack_PPO_BipedalWalker6_25,pack_PPO_BipedalWalker6_5,pack_PPO_BipedalWalker7_500,pack_PPO_BipedalWalker7_250,pack_PPO_BipedalWalker7_100,pack_PPO_BipedalWalker7_50,pack_PPO_BipedalWalker7_25,pack_PPO_BipedalWalker7_5,pack_PPO_BipedalWalker8_500,pack_PPO_BipedalWalker8_250,pack_PPO_BipedalWalker8_100,pack_PPO_BipedalWalker8_50,pack_PPO_BipedalWalker8_25,pack_PPO_BipedalWalker8_5,pack_PPO_BipedalWalker9_500,pack_PPO_BipedalWalker9_250,pack_PPO_BipedalWalker9_100,pack_PPO_BipedalWalker9_50,pack_PPO_BipedalWalker9_25,pack_PPO_BipedalWalker9_5,pack_PPO_BipedalWalker10_500,pack_PPO_BipedalWalker10_250,pack_PPO_BipedalWalker10_100,pack_PPO_BipedalWalker10_50,pack_PPO_BipedalWalker10_25,pack_PPO_BipedalWalker10_5,pack_PPO_BipedalWalker11_500,pack_PPO_BipedalWalker11_250,pack_PPO_BipedalWalker11_100,pack_PPO_BipedalWalker11_50,pack_PPO_BipedalWalker11_25,pack_PPO_BipedalWalker11_5,pack_PPO_BipedalWalker12_500,pack_PPO_BipedalWalker12_250,pack_PPO_BipedalWalker12_100,pack_PPO_BipedalWalker12_50,pack_PPO_BipedalWalker12_25,pack_PPO_BipedalWalker12_5,pack_PPO_BipedalWalker13_500,pack_PPO_BipedalWalker13_250,pack_PPO_BipedalWalker13_100,pack_PPO_BipedalWalker13_50,pack_PPO_BipedalWalker13_25,pack_PPO_BipedalWalker13_5,pack_PPO_BipedalWalker14_500,pack_PPO_BipedalWalker14_250,pack_PPO_BipedalWalker14_100,pack_PPO_BipedalWalker14_50,pack_PPO_BipedalWalker14_25,pack_PPO_BipedalWalker14_5,pack_PPO_BipedalWalker15_500,pack_PPO_BipedalWalker15_250,pack_PPO_BipedalWalker15_100,pack_PPO_BipedalWalker15_50,pack_PPO_BipedalWalker15_25,pack_PPO_BipedalWalker15_5,pack_PPO_BipedalWalker16_500,pack_PPO_BipedalWalker16_250,pack_PPO_BipedalWalker16_100,pack_PPO_BipedalWalker16_50,pack_PPO_BipedalWalker16_25,pack_PPO_BipedalWalker16_5,pack_PPO_BipedalWalker18_500,pack_PPO_BipedalWalker18_250,pack_PPO_BipedalWalker18_100,pack_PPO_BipedalWalker18_50,pack_PPO_BipedalWalker18_25,pack_PPO_BipedalWalker18_5,pack_PPO_BipedalWalker19_500,pack_PPO_BipedalWalker19_250,pack_PPO_BipedalWalker19_100,pack_PPO_BipedalWalker19_50,pack_PPO_BipedalWalker19_25,pack_PPO_BipedalWalker19_5,pack_PPO_BipedalWalker20_500,pack_PPO_BipedalWalker20_250,pack_PPO_BipedalWalker20_100,pack_PPO_BipedalWalker20_50,pack_PPO_BipedalWalker20_25,pack_PPO_BipedalWalker20_5,pack_PPO_BipedalWalker23_500,pack_PPO_BipedalWalker23_250,pack_PPO_BipedalWalker23_100,pack_PPO_BipedalWalker23_50,pack_PPO_BipedalWalker23_25,pack_PPO_BipedalWalker23_5
85,273.8777178197173,277.1595630954582,278.96134335953104,281.5967526223813,281.75436598314906,283.65877700513227,268.99500955314005,272.13850665717365,273.3892445219815,281.11844319767204,281.0134295641677,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,268.94627985988046,272.7815387829032,272.4629924922981,279.4759038024198,280.70881254213776,282.39013239792547,250.89046021120936,261.7761997803809,270.04065347401587,273.2402745306501,280.46630919086806,281.6020787836751,267.0005891354871,269.46407855191023,274.9925704053905,278.82793268155683,282.77857138700784,286.70098736656365,268.0003199249108,270.12175480769736,277.49976002223934,281.1871751319855,281.39437132620105,283.41610415419564,270.60896848050874,275.23710611385246,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,273.21773650014336,276.27270914055697,283.8544688324712,291.196802855283,291.751959987625,266.8466952818509,276.00646934833145,279.7708400992246,284.25058148713606,284.54490371702764,285.91434267975853,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,278.06673046452926,273.79459763069605,274.4059535974009,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,261.73707959524984,267.553996150518,271.43130751618577,275.5030552489363,277.94581836524884,280.47220316661986,276.38682805006647,279.35681577424566,284.0766040462536,287.3180785044353,287.4421607049601,287.6322657949757,278.28199325089423,280.4901524789289,282.95360715013027,284.1188212987433,285.12456632319487,285.6865933056455,269.19150217423146,275.2121757665464,282.86460002182434,283.3315606930571,283.5098975758176,284.6191736145935,264.7985372560628,268.96959575696667,277.18891052423874,281.4335150277711,281.66003893179936,286.4349768127548,250.57460309538027,252.6915615472319,256.88057922571227,266.849090193316,264.989414282518,275.119943572348,247.94565987197063,255.50208504504303,267.5920396418162,277.99385309680946,270.91662880073534,288.380213261256,270.7144491441978,272.7602339081008,278.99445294993274,285.21560140855786,285.0154377796652,287.22679525199345
86,273.8777178197173,277.1595630954582,278.96134335953104,282.6856315022684,282.72368058608845,283.65877700513227,268.99500955314005,272.13850665717365,273.3892445219815,281.11844319767204,281.0134295641677,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,268.94627985988046,272.7815387829032,276.33108913806325,279.4759038024198,280.70881254213776,282.39013239792547,254.12452736495905,266.57456894227,275.0656081809383,283.3688340830733,284.19769332399125,283.3319488445297,267.0005891354871,269.46407855191023,274.9925704053905,278.82793268155683,282.77857138700784,288.3024454093771,268.0003199249108,270.3351066832775,277.49976002223934,281.1871751319855,281.39437132620105,283.41610415419564,272.2023515109393,277.5410510575939,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,273.21773650014336,276.27270914055697,283.8544688324712,291.196802855283,291.751959987625,270.05006001613054,276.00646934833145,280.7205745073201,284.25058148713606,284.6062422240188,285.91434267975853,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,280.8618986154732,275.03670472153294,277.9909404578244,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,263.836771037942,270.7374518481104,271.43130751618577,278.0555928137715,277.94581836524884,280.47220316661986,277.14049308296615,279.35681577424566,287.6623526938984,287.71732023256425,287.9403389952157,288.8018940178212,278.28199325089423,280.4901524789289,282.95360715013027,284.1188212987433,285.12456632319487,285.6865933056455,272.3694887717246,277.1651185649511,282.86460002182434,283.3315606930571,283.5098975758176,284.6191736145935,264.7985372560628,268.96959575696667,277.18891052423874,281.4335150277711,281.66003893179936,286.4349768127548,250.57460309538027,252.6915615472319,256.88057922571227,266.849090193316,264.989414282518,275.119943572348,248.90961222102243,259.1966338667102,267.5920396418162,277.99385309680946,270.91662880073534,288.85347489356064,270.7144491441978,275.3795121222735,280.7747453621752,285.21560140855786,285.0154377796652,287.22679525199345
87,273.8777178197173,277.1595630954582,282.4535449192929,282.6856315022684,282.72368058608845,283.65877700513227,268.99500955314005,272.13850665717365,275.1321753822133,281.11844319767204,281.0134295641677,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,270.6730061245835,272.8058329220209,276.33108913806325,279.4759038024198,280.70881254213776,282.39013239792547,262.35201217141446,274.09731053123033,281.92847684913664,283.3688340830733,284.19769332399125,284.09643848421985,267.0005891354871,269.46407855191023,274.9925704053905,285.9049048696604,285.8332828204788,288.3024454093771,268.0003199249108,270.3351066832775,277.49976002223934,281.1871751319855,281.39437132620105,283.41610415419564,272.5855214863648,277.5410510575939,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,273.21773650014336,276.27270914055697,283.8544688324712,291.196802855283,291.751959987625,273.53033239619816,276.00646934833145,280.7205745073201,284.25058148713606,285.4199133600388,286.2340284204809,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,280.8618986154732,275.7716172373251,279.5780456953969,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,266.17490980404256,271.83327944587546,276.67248781110465,278.0555928137715,278.305237778204,280.47220316661986,278.28133557416714,279.35681577424566,287.6623526938984,287.71732023256425,287.9403389952157,288.8018940178212,278.28199325089423,280.4901524789289,282.95360715013027,284.1188212987433,285.12456632319487,285.6865933056455,274.96876050249733,277.1651185649511,282.86460002182434,283.3315606930571,283.5098975758176,284.6191736145935,264.7985372560628,268.96959575696667,277.18891052423874,281.4335150277711,281.66003893179936,286.4349768127548,250.57460309538027,252.6915615472319,256.88057922571227,266.849090193316,264.989414282518,275.119943572348,256.767284862398,265.7587411199439,273.1818635443272,277.99385309680946,272.6309057153575,289.6676825808594,271.835275972522,275.8642522324884,280.7747453621752,285.21560140855786,285.0154377796652,287.22679525199345
88,273.8777178197173,277.1595630954582,282.4535449192929,282.6856315022684,282.72368058608845,283.65877700513227,268.99500955314005,272.13850665717365,275.4619496528991,281.11844319767204,281.0134295641677,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,270.6730061245835,272.8058329220209,276.33108913806325,279.4759038024198,280.70881254213776,282.39013239792547,264.2690429644331,274.09731053123033,281.92847684913664,283.3688340830733,284.19769332399125,284.09643848421985,267.0005891354871,269.46407855191023,274.9925704053905,285.9049048696604,285.8332828204788,288.3024454093771,268.0003199249108,270.8775866955017,277.49976002223934,281.1871751319855,281.9124241316749,283.41610415419564,272.5855214863648,277.5410510575939,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,273.21773650014336,276.27270914055697,283.8544688324712,291.196802855283,291.751959987625,275.31984326872674,276.00646934833145,281.5413228853108,284.25058148713606,285.4199133600388,286.2340284204809,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,280.8618986154732,275.7716172373251,279.6944423190095,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,267.764426967989,273.0531560204342,276.8180781707377,278.30850214908713,278.305237778204,280.47220316661986,279.7494046101725,281.2483303465404,287.6623526938984,287.71732023256425,287.9403389952157,288.8018940178212,278.8437758879234,280.4901524789289,282.95360715013027,284.1188212987433,285.12456632319487,285.6865933056455,275.7026011966945,277.1651185649511,282.86460002182434,284.2608398035087,284.8918498072633,285.68462398285044,267.3581526229437,268.96959575696667,277.18891052423874,281.4335150277711,281.66003893179936,286.4349768127548,250.57460309538027,252.6915615472319,256.88057922571227,266.849090193316,264.989414282518,275.119943572348,258.9617950874895,272.04805314831225,280.7643460131253,288.6518673624162,288.1033718316851,289.6676825808594,273.63381010434136,278.4812489083511,280.7747453621752,286.96196775216026,287.67762090172386,287.3119666202459
89,273.8777178197173,279.0683074917372,282.4535449192929,282.6856315022684,282.72368058608845,283.65877700513227,268.99500955314005,274.608101121376,278.10087315427137,281.11844319767204,281.0134295641677,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,270.6730061245835,272.8058329220209,276.33108913806325,279.4759038024198,280.70881254213776,282.39013239792547,264.2690429644331,274.09731053123033,281.92847684913664,283.3688340830733,284.19769332399125,284.09643848421985,267.0005891354871,269.46407855191023,274.9925704053905,285.9049048696604,287.52761972417824,288.3024454093771,268.0003199249108,270.8775866955017,277.49976002223934,281.1871751319855,281.9124241316749,283.41610415419564,272.5855214863648,277.5410510575939,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,273.21773650014336,276.27270914055697,283.8544688324712,291.196802855283,291.77493915536905,277.23165478840707,281.0182444072978,281.5413228853108,285.0775666250614,285.4199133600388,286.2340284204809,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,280.8618986154732,275.7716172373251,279.6944423190095,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,270.13695184047674,273.0531560204342,276.8180781707377,278.30850214908713,278.305237778204,280.47220316661986,279.7494046101725,281.2483303465404,287.6623526938984,287.71732023256425,287.9403389952157,288.8018940178212,278.8437758879234,280.4901524789289,282.95360715013027,284.1188212987433,285.12456632319487,285.6865933056455,277.62541079002494,281.71353429440387,284.30540538231696,284.33759916337266,284.8918498072633,285.68462398285044,268.27036731956224,268.96959575696667,277.18891052423874,281.4335150277711,284.073971181938,286.4349768127548,250.57460309538027,252.6915615472319,256.88057922571227,266.849090193316,264.989414282518,275.119943572348,265.118157705242,276.278548504906,288.8081970563921,289.0535545948992,288.6253748016304,289.9628178663086,275.2735356262813,278.4812489083511,281.52020175233656,286.96196775216026,287.67762090172386,287.3119666202459
90,274.5393711775949,279.6880953465888,282.4535449192929,282.6856315022684,282.72368058608845,283.65877700513227,269.34038261882887,276.8021965461548,279.17690873880053,281.11844319767204,281.0134295641677,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,270.6730061245835,272.8058329220209,276.33108913806325,279.4759038024198,280.70881254213776,282.39013239792547,264.2690429644331,274.09731053123033,281.92847684913664,283.3688340830733,284.19769332399125,286.1954479601001,267.0005891354871,269.46407855191023,274.9925704053905,285.9049048696604,287.52761972417824,288.3838002459612,269.32867378391285,270.8775866955017,277.49976002223934,281.1871751319855,281.9124241316749,283.41610415419564,272.5855214863648,277.5410510575939,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,273.21773650014336,279.75706102442405,283.8544688324712,291.196802855283,291.77493915536905,277.34140573940806,281.0182444072978,281.5413228853108,285.0775666250614,285.4199133600388,286.2340284204809,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,280.8618986154732,275.93305357781435,279.6944423190095,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,271.2791382504657,273.83714030284654,276.8180781707377,278.30850214908713,278.305237778204,280.47220316661986,279.7494046101725,281.2483303465404,287.6623526938984,287.71732023256425,287.9403389952157,288.8018940178212,278.8437758879234,280.4901524789289,282.95360715013027,284.1188212987433,285.12456632319487,285.6865933056455,278.06178608055905,281.71353429440387,284.30540538231696,284.33759916337266,284.8918498072633,285.68462398285044,268.27036731956224,268.96959575696667,277.18891052423874,281.4335150277711,284.073971181938,286.4349768127548,250.57460309538027,252.6915615472319,256.88057922571227,266.849090193316,274.08297421345605,275.119943572348,269.8163419206241,281.13600715535284,288.8081970563921,289.0535545948992,289.75284497370126,289.9628178663086,275.6744860037706,278.4812489083511,281.52020175233656,287.2856384944113,287.67762090172386,287.3324785698205
91,275.4424424812965,279.6880953465888,282.4535449192929,282.6856315022684,282.72368058608845,283.65877700513227,270.33880091858794,277.8371703209035,279.17690873880053,281.11844319767204,281.0134295641677,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,270.6730061245835,272.8058329220209,276.33108913806325,279.4759038024198,280.70881254213776,282.39013239792547,264.2690429644331,274.09731053123033,281.92847684913664,283.3688340830733,284.19769332399125,286.1954479601001,267.0005891354871,269.46407855191023,274.9925704053905,285.9049048696604,287.52761972417824,288.3838002459612,271.47339323558225,271.87722403351813,278.32131129210904,281.1871751319855,283.2242946272646,283.42745890296067,272.5855214863648,277.5410510575939,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,273.21773650014336,279.75706102442405,283.8544688324712,291.196802855283,291.77493915536905,277.47173525418816,281.1349301740613,281.5413228853108,285.0775666250614,285.4199133600388,286.2340284204809,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,282.1496276802849,275.93305357781435,279.6944423190095,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,271.65987806185007,273.83714030284654,276.8180781707377,278.30850214908713,278.305237778204,280.47220316661986,279.7494046101725,281.2483303465404,287.6623526938984,287.71732023256425,287.9403389952157,288.8018940178212,278.8437758879234,280.4901524789289,282.95360715013027,284.1188212987433,285.12456632319487,285.6865933056455,278.06178608055905,281.71353429440387,284.30540538231696,284.33759916337266,284.8918498072633,285.68462398285044,268.27036731956224,271.3688977967278,277.18891052423874,281.4335150277711,284.073971181938,286.4349768127548,250.57460309538027,252.6915615472319,263.89032805820085,267.793951123092,274.08297421345605,275.119943572348,273.34986506045584,283.4793221028185,288.8081970563921,289.0535545948992,289.75284497370126,289.9628178663086,277.4400962531363,280.0841872960721,283.7472791726192,287.2856384944113,287.67762090172386,288.11186534082515
92,275.4424424812965,279.6880953465888,282.4535449192929,282.6856315022684,282.72368058608845,283.65877700513227,272.6586892404226,277.8371703209035,279.17690873880053,281.11844319767204,281.0134295641677,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,270.6730061245835,272.8058329220209,276.33108913806325,279.4759038024198,280.70881254213776,282.39013239792547,265.2763173405009,274.09731053123033,281.92847684913664,283.3688340830733,284.19769332399125,286.1954479601001,267.0005891354871,269.46407855191023,274.9925704053905,285.9049048696604,287.52761972417824,288.3838002459612,272.8623202397921,276.79910136007635,281.5184153286074,282.71314277258466,283.2242946272646,283.42745890296067,272.5855214863648,277.5410510575939,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,273.31412984890113,279.75706102442405,283.8544688324712,291.196802855283,291.77493915536905,277.47173525418816,281.1349301740613,281.5413228853108,285.0775666250614,285.4199133600388,286.3166759065236,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,282.1496276802849,276.1206020329985,279.6944423190095,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,271.65987806185007,273.83714030284654,276.8180781707377,278.30850214908713,278.305237778204,280.47220316661986,280.10735722057007,281.5388498626854,287.6623526938984,287.71732023256425,287.9403389952157,288.8018940178212,278.8437758879234,280.4901524789289,282.95360715013027,284.1188212987433,285.12456632319487,285.6865933056455,278.06178608055905,281.71353429440387,284.30540538231696,284.33759916337266,284.8918498072633,285.68462398285044,268.27036731956224,271.3688977967278,277.18891052423874,281.4335150277711,284.073971181938,286.4349768127548,250.57460309538027,252.6915615472319,263.89032805820085,267.793951123092,274.08297421345605,275.119943572348,273.34986506045584,283.4793221028185,288.8081970563921,289.0535545948992,289.75284497370126,289.9628178663086,279.4003217760945,281.4937058517797,283.7472791726192,287.2856384944113,287.67762090172386,288.11186534082515
93,275.4424424812965,279.6880953465888,282.4535449192929,282.6856315022684,282.72368058608845,283.65877700513227,273.1097880289177,277.8371703209035,279.17690873880053,281.11844319767204,281.0134295641677,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,270.6730061245835,272.8058329220209,276.33108913806325,279.4759038024198,280.70881254213776,282.39013239792547,265.2763173405009,274.09731053123033,281.92847684913664,283.3688340830733,284.19769332399125,286.1954479601001,267.0005891354871,269.46407855191023,274.9925704053905,285.9049048696604,287.52761972417824,288.3838002459612,273.8145434528133,277.36180326762656,281.5184153286074,282.71314277258466,283.2242946272646,284.170926789369,272.5855214863648,277.5410510575939,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,275.635438358567,279.75706102442405,283.8544688324712,291.196802855283,291.77493915536905,277.47173525418816,281.1349301740613,281.5413228853108,285.0775666250614,285.7339996835706,286.3166759065236,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,282.1496276802849,276.1206020329985,279.6944423190095,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,271.65987806185007,273.83714030284654,276.8180781707377,278.30850214908713,278.305237778204,280.47220316661986,282.08617283200505,281.5388498626854,287.6623526938984,287.71732023256425,287.9403389952157,288.8018940178212,278.8437758879234,280.4901524789289,282.95360715013027,284.1188212987433,285.12456632319487,285.6865933056455,278.06178608055905,281.71353429440387,284.30540538231696,284.33759916337266,285.4685366155463,285.87149216231194,268.27036731956224,271.3688977967278,277.18891052423874,281.4335150277711,284.073971181938,286.4349768127548,250.57460309538027,253.3616310590716,263.89032805820085,267.793951123092,274.08297421345605,275.4625174513552,273.9024927631455,283.4793221028185,288.8081970563921,289.0535545948992,290.0301631658757,291.60494186407885,280.1198907548344,281.4937058517797,283.7472791726192,287.2856384944113,287.67762090172386,288.11186534082515
94,276.11433388031867,279.6880953465888,282.4535449192929,282.6856315022684,282.72368058608845,283.65877700513227,274.8102611401348,277.8371703209035,279.17690873880053,281.11844319767204,281.0134295641677,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,270.6730061245835,272.8058329220209,276.33108913806325,279.4759038024198,280.70881254213776,282.39013239792547,265.2763173405009,274.09731053123033,281.92847684913664,283.3688340830733,284.19769332399125,286.1954479601001,268.5167100309911,270.5616557355627,276.97337986656845,285.9049048696604,287.52761972417824,288.3838002459612,274.0915369794266,281.04246998799385,281.5184153286074,283.8770927739733,284.27939980377096,284.170926789369,272.5855214863648,277.5410510575939,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,275.635438358567,279.75706102442405,283.8544688324712,291.196802855283,292.16955851661044,279.4024786653606,281.1349301740613,281.5413228853108,285.0775666250614,285.7339996835706,286.3166759065236,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,282.1496276802849,276.1206020329985,279.6944423190095,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,271.65987806185007,273.83714030284654,276.8180781707377,278.30850214908713,278.305237778204,280.47220316661986,282.08617283200505,281.5388498626854,287.6623526938984,287.71732023256425,287.9403389952157,288.8018940178212,278.8437758879234,280.4901524789289,282.95360715013027,284.1188212987433,285.12456632319487,285.6865933056455,278.06178608055905,281.71353429440387,284.30540538231696,284.33759916337266,285.5697771325172,285.9774062723387,268.27036731956224,271.3688977967278,277.18891052423874,281.4335150277711,284.073971181938,286.4349768127548,250.57460309538027,260.4568647214205,264.8281786651873,267.793951123092,274.08297421345605,275.4625174513552,275.2669837823691,283.4793221028185,288.8081970563921,289.0535545948992,290.0301631658757,291.60494186407885,280.1198907548344,282.2064129926101,283.7472791726192,287.2856384944113,287.67762090172386,288.11186534082515
95,276.11433388031867,279.6880953465888,282.4535449192929,282.6856315022684,282.72368058608845,283.65877700513227,276.3200720566419,277.8371703209035,279.17690873880053,281.11844319767204,281.0134295641677,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,270.6730061245835,272.8058329220209,276.33108913806325,279.4759038024198,280.70881254213776,282.39013239792547,266.31988905162166,274.09731053123033,281.92847684913664,284.3652776878595,284.19769332399125,286.1954479601001,269.89204210158056,274.5101728568917,278.7287123143532,285.9049048696604,287.52761972417824,288.3838002459612,274.2615394028581,281.04246998799385,281.5184153286074,283.8770927739733,284.27939980377096,284.170926789369,272.5855214863648,277.5410510575939,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,275.635438358567,279.75706102442405,283.8544688324712,291.196802855283,292.16955851661044,279.4024786653606,281.1349301740613,281.5413228853108,285.0775666250614,285.7339996835706,286.3166759065236,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,282.1496276802849,276.1206020329985,279.6944423190095,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,271.65987806185007,273.83714030284654,276.8180781707377,280.882804870829,280.1881171032135,280.47220316661986,282.08617283200505,281.5388498626854,287.6623526938984,287.71732023256425,287.9403389952157,288.8018940178212,278.8437758879234,280.4901524789289,282.95360715013027,284.1188212987433,285.12456632319487,285.6865933056455,278.06178608055905,281.71353429440387,284.30540538231696,284.33759916337266,285.5697771325172,285.9774062723387,270.6242802498967,274.13437611152943,279.9522683128819,281.9818350022717,287.0399135324429,286.83918211485724,250.57460309538027,260.4568647214205,264.8281786651873,267.793951123092,274.08297421345605,275.4625174513552,277.23554358911787,283.4793221028185,288.8081970563921,289.0535545948992,290.174136906662,291.60494186407885,280.61025871846186,282.31819707336507,285.63031176251883,287.2856384944113,287.67762090172386,288.11186534082515
96,276.11433388031867,279.6880953465888,282.4535449192929,282.6856315022684,282.72368058608845,283.65877700513227,276.8433195657006,277.8371703209035,279.17690873880053,281.4824813991529,281.2321142153116,283.616510284692,282.3947391373021,284.01136230532745,284.56901515415115,284.584008411594,284.7645906205732,284.3765759885893,270.6730061245835,272.8058329220209,276.33108913806325,279.4759038024198,280.70881254213776,282.39013239792547,266.31988905162166,274.4589215486315,281.92847684913664,284.3652776878595,284.19769332399125,286.1954479601001,269.89204210158056,274.5101728568917,278.7287123143532,285.9049048696604,287.52761972417824,288.3838002459612,276.4122639672166,281.04246998799385,281.5184153286074,283.8770927739733,284.27939980377096,284.170926789369,272.5855214863648,277.5410510575939,280.32826510568617,282.2102459063952,285.3470506617846,286.715464946744,273.0507488327077,275.635438358567,279.75706102442405,283.8544688324712,291.5150443473618,292.16955851661044,279.4024786653606,281.1349301740613,281.5413228853108,285.0775666250614,289.7738150355802,289.854392359464,258.71317991801413,265.20637049840684,270.12401550566545,272.22564804186345,275.39191593647,282.1496276802849,276.1206020329985,279.6944423190095,280.91165059367194,282.13922615562564,283.62124542643784,284.83769310067873,271.65987806185007,273.83714030284654,276.8180781707377,280.882804870829,281.43444210957733,280.47220316661986,282.08617283200505,281.5388498626854,287.6623526938984,287.71732023256425,287.9403389952157,289.1705920710694,278.8437758879234,280.4901524789289,283.83572381773934,284.1188212987433,285.12456632319487,285.6865933056455,278.06178608055905,281.71353429440387,284.30540538231696,284.33759916337266,285.5697771325172,286.3913167631719,272.6133831694187,274.13437611152943,279.9522683128819,281.9818350022717,287.0399135324429,287.6247477107448,250.57460309538027,260.4568647214205,264.8281786651873,275.41054390356527,276.64276820370696,276.10917294045214,277.23554358911787,283.4793221028185,288.8081970563921,289.0535545948992,290.174136906662,291.60494186407885,280.61025871846186,282.31819707336507,285.63031176251883,287.2856384944113,287.67762090172386,288.11186534082515
